order_id,customer_id,product_category,product_name,quantity,unit_price,order_date,region,payment_method
50463,5940,Clothing,Jeans,4,69.42,2023-07-23,North America,Debit Card
50464,7742,Beauty,Lipstick,4,127.18,2024-05-14,Europe,Credit Card
50465,4942,Beauty,Face Mask,3,83.26,2023-06-18,Oceania,Apple Pay
50466,9154,Toys,Action Figure,4,139.92,2023-08-09,Europe,PayPal
50467,1670,Electronics,Smartphone,1,1134.73,2023-06-03,North America,Credit Card
50468,2748,Clothing,Jacket,5,189.53,2024-06-26,Asia,Apple Pay
50469,8509,Sports,Basketball,1,241.73,2023-01-18,Oceania,PayPal
50470,3668,Clothing,Sneakers,1,296.2,2023-12-31,South America,Apple Pay
50471,6608,Clothing,Shorts,5,156.25,2024-02-07,South America,Debit Card
50472,6279,Food,Granola,3,12.48,2024-05-22,Europe,PayPal
50473,9382,Books,Cookbook,4,46.53,2024-02-06,North America,Google Pay
50474,3739,Books,Science Fiction,3,10.65,2023-01-22,Asia,Google Pay
50475,8148,Clothing,Sneakers,5,276.66,2023-02-02,Oceania,Credit Card
50476,2998,Home & Garden,Toaster,4,398.51,2024-08-05,Africa,PayPal
50477,1469,Beauty,Nail Polish,1,59.51,2023-08-27,Oceania,Apple Pay
50478,4979,Electronics,Laptop,1,690.66,2024-02-19,Europe,Google Pay
50479,3331,Food,Dark Chocolate,2,39.26,2023-06-25,Africa,PayPal
50480,7817,Books,Biography,4,47.59,2023-05-29,North America,Credit Card
50481,5155,Clothing,Shorts,5,159.82,2023-10-11,Europe,Apple Pay
50482,8321,Electronics,Wireless Mouse,1,799.31,2023-04-20,Europe,Credit Card
50483,1905,Food,Spice Set,3,20.6,2023-07-19,Asia,Apple Pay
50484,1883,Books,Self-Help,5,34.8,2024-02-17,North America,Google Pay
50485,4343,Food,Spice Set,4,56.05,2024-09-16,Oceania,Google Pay
50486,8333,Toys,Action Figure,5,86.95,2023-10-06,Africa,Apple Pay
50487,4228,Toys,RC Car,4,117.19,2024-03-17,Africa,PayPal
50488,3884,Food,Olive Oil,3,65.48,2023-06-08,Europe,Debit Card
50489,4622,Home & Garden,Coffee Maker,3,127.46,2024-04-24,Asia,Apple Pay
50490,7699,Home & Garden,Curtains,5,270.67,2023-08-21,Africa,Debit Card
50491,9148,Sports,Gym Bag,5,73.57,2023-02-21,South America,Google Pay
50492,3556,Books,Mystery,2,13.4,2024-09-21,North America,Google Pay
50493,6732,Electronics,Wireless Mouse,4,192.39,2024-06-26,Europe,Credit Card
50494,4229,Clothing,T-Shirt,1,261.75,2023-04-20,Asia,Apple Pay
50495,7759,Food,Granola,3,74.94,2023-10-06,Oceania,PayPal
50496,5601,Beauty,Body Lotion,2,77.88,2023-02-21,Africa,Credit Card
50497,5841,Sports,Gym Bag,3,402.93,2023-03-08,Oceania,Google Pay
50498,3181,Beauty,Nail Polish,4,104.11,2023-10-27,Oceania,Google Pay
50499,8996,Toys,Action Figure,1,53.68,2024-04-06,Oceania,Apple Pay
50500,6535,Books,Mystery,1,44.56,2023-06-09,Oceania,Google Pay
50501,8040,Home & Garden,Toaster,3,119.18,2023-09-05,South America,Apple Pay
50502,2966,Clothing,Jeans,5,201.39,2023-12-11,South America,Apple Pay
50503,5698,Home & Garden,Curtains,4,244.2,2024-09-02,Oceania,Apple Pay
50504,9298,Electronics,Smartphone,1,1263.65,2024-08-06,Asia,Google Pay
50505,9377,Sports,Tennis Racket,2,475.49,2024-09-24,Europe,Credit Card
50506,6931,Clothing,Sneakers,4,237.37,2023-05-17,Asia,Apple Pay
50507,2051,Toys,Educational Game,1,20.68,2023-05-26,North America,Debit Card
50508,1059,Beauty,Eye Cream,4,72.24,2024-06-03,Asia,Apple Pay
50509,4977,Beauty,Face Mask,5,18.25,2023-03-07,Oceania,Debit Card
50510,9455,Beauty,Shampoo,1,114.88,2023-11-21,North America,Debit Card
50511,8706,Toys,Doll,2,69.52,2023-12-18,Oceania,Debit Card
50512,7808,Toys,Puzzle,5,92.15,2023-09-12,North America,Google Pay
50513,4572,Home & Garden,Vacuum Cleaner,3,169.21,2024-07-19,North America,Credit Card
50514,3870,Books,Mystery,2,26.93,2024-02-24,Asia,PayPal
50515,6368,Electronics,Headphones,2,618.11,2024-01-11,South America,Apple Pay
50516,1392,Electronics,Headphones,3,744.64,2024-08-31,Europe,Apple Pay
50517,2349,Books,Science Fiction,3,30.18,2024-01-01,Europe,PayPal
50518,1554,Sports,Running Shoes,1,451.27,2023-05-21,Europe,Google Pay
50519,9543,Clothing,Sweater,2,81.58,2024-08-09,Oceania,PayPal
50520,3085,Home & Garden,Air Purifier,3,365.52,2024-02-11,North America,Apple Pay
50521,8464,Home & Garden,Toaster,5,153.4,2023-02-17,Europe,Credit Card
50522,1870,Books,History,1,22.69,2024-01-14,Africa,Debit Card
50523,6616,Electronics,Smart Watch,2,1196.14,2023-09-08,Europe,Credit Card
50524,4665,Home & Garden,Lamp,2,383.37,2023-03-20,Oceania,Google Pay
50525,4308,Beauty,Nail Polish,4,30.48,2024-05-01,North America,PayPal
50526,7461,Food,Coffee Beans,2,33.77,2023-03-11,Europe,Debit Card
50527,9274,Electronics,Tablet,5,352.34,2023-05-27,Africa,PayPal
50528,2904,Food,Spice Set,2,43.39,2024-02-12,North America,Debit Card
50529,1660,Clothing,Dress,2,49.66,2023-09-24,South America,Debit Card
50530,8375,Toys,Board Game,4,85.05,2023-01-19,Asia,Debit Card
50531,7428,Home & Garden,Lamp,5,308.66,2023-10-09,Oceania,PayPal
50532,9355,Home & Garden,Blender,1,363.53,2024-07-01,Oceania,Debit Card
50533,7867,Clothing,Sneakers,4,232.86,2024-02-01,Oceania,PayPal
50534,6330,Clothing,Sweater,1,251.05,2024-01-27,Oceania,Apple Pay
50535,4604,Beauty,Eye Cream,5,49.27,2023-08-03,Oceania,Google Pay
50536,1893,Toys,Board Game,1,141.81,2023-06-06,Oceania,Debit Card
50537,9823,Toys,Board Game,1,92.07,2023-08-31,South America,Apple Pay
50538,1160,Books,History,3,39.56,2023-08-17,Africa,Debit Card
50539,1177,Sports,Tennis Racket,2,357.62,2024-02-17,South America,Google Pay
50540,7093,Sports,Gym Bag,5,452.01,2023-02-26,Africa,PayPal
50541,5319,Electronics,Monitor,1,1786.42,2024-05-28,Oceania,Google Pay
50542,3324,Clothing,Sweater,2,295.69,2024-02-04,Oceania,Apple Pay
50543,6737,Beauty,Moisturizer,4,18.11,2024-06-17,South America,Apple Pay
50544,5066,Clothing,T-Shirt,1,237.61,2024-09-14,Oceania,Credit Card
50545,7572,Toys,Action Figure,3,127.51,2024-03-15,North America,Google Pay
50546,9989,Toys,Educational Game,3,84.46,2024-01-16,North America,Credit Card
50547,7544,Home & Garden,Toaster,3,77.87,2024-03-24,Africa,Apple Pay
50548,2058,Sports,Tennis Racket,4,376.83,2023-05-10,South America,PayPal
50549,6402,Food,Green Tea,3,29.38,2024-06-06,South America,Debit Card
50550,8032,Beauty,Perfume,2,58.56,2023-03-27,Asia,PayPal
50551,1640,Books,Mystery,4,16.48,2024-07-24,North America,Google Pay
50552,9913,Books,Mystery,2,16.56,2023-01-16,Oceania,Apple Pay
50553,4612,Home & Garden,Toaster,3,85.15,2024-05-30,Asia,Google Pay
50554,1715,Clothing,Dress,1,281.88,2024-02-21,Europe,Debit Card
50555,8424,Clothing,Jacket,5,217.68,2024-03-14,Oceania,Credit Card
50556,4693,Beauty,Body Lotion,1,24.51,2024-01-13,Africa,PayPal
50557,9966,Toys,Board Game,1,53.31,2024-08-23,Africa,Apple Pay
50558,8608,Beauty,Lipstick,4,109.97,2024-08-13,North America,Credit Card
50559,1665,Clothing,Sneakers,3,191.07,2023-11-14,Africa,PayPal
50560,6375,Sports,Gym Bag,2,98.86,2023-11-28,Oceania,Apple Pay
50561,6181,Toys,Plush Toy,2,10.59,2024-08-03,Oceania,Debit Card
50562,9427,Books,History,1,21.26,2024-04-21,North America,Apple Pay
50563,7787,Electronics,Smartphone,2,656.43,2024-03-17,South America,Debit Card
50564,3507,Toys,Action Figure,4,62.76,2023-08-14,North America,Apple Pay
50565,4823,Electronics,Smartphone,4,1040.78,2023-07-20,Asia,PayPal
50566,6215,Food,Granola,4,7.08,2024-06-28,Europe,Apple Pay
50567,8265,Toys,RC Car,1,96.37,2023-07-07,Africa,PayPal
50568,2684,Beauty,Shampoo,5,109.25,2023-03-16,Asia,Credit Card
50569,3085,Books,Self-Help,3,43.56,2023-11-04,South America,Credit Card
50570,5600,Clothing,Dress,5,189.97,2024-02-11,Asia,Apple Pay
50571,9811,Toys,Puzzle,2,105.97,2023-06-18,Africa,Debit Card
50572,6566,Food,Pasta,2,38.0,2023-11-24,Africa,Google Pay
50573,8126,Beauty,Perfume,5,61.12,2023-04-19,Oceania,Apple Pay
50574,4925,Home & Garden,Coffee Maker,5,285.8,2023-06-07,Asia,PayPal
50575,9059,Sports,Yoga Mat,3,305.25,2024-03-15,Oceania,Google Pay
50576,2599,Toys,RC Car,5,121.82,2024-04-16,Africa,Debit Card
50577,8620,Home & Garden,Blender,4,193.34,2023-02-26,Africa,PayPal
50578,7663,Clothing,Jeans,5,60.26,2023-08-13,North America,PayPal
50579,4838,Toys,Doll,4,66.64,2023-07-14,South America,Credit Card
50580,8676,Toys,Educational Game,3,16.27,2024-01-01,Europe,PayPal
50581,6381,Toys,RC Car,3,133.59,2024-08-27,Africa,Apple Pay
50582,9141,Electronics,Tablet,2,877.22,2023-10-05,Europe,Debit Card
50583,1062,Clothing,Sweater,5,86.71,2024-07-21,Europe,Credit Card
50584,1906,Beauty,Shampoo,4,160.87,2023-03-05,North America,PayPal
50585,1643,Books,Novel,1,39.75,2023-12-16,Oceania,Google Pay
50586,9358,Sports,Dumbbell Set,1,84.22,2024-09-13,South America,PayPal
50587,4311,Beauty,Perfume,1,68.79,2024-02-25,South America,Apple Pay
50588,9479,Books,Novel,5,16.61,2023-07-14,Asia,Credit Card
50589,4002,Home & Garden,Curtains,1,81.52,2024-02-17,Oceania,PayPal
50590,5887,Toys,Puzzle,4,53.44,2023-11-02,South America,Apple Pay
50591,2836,Food,Granola,5,74.64,2024-07-21,Europe,Apple Pay
50592,6822,Toys,Educational Game,3,33.74,2023-03-06,North America,PayPal
50593,8476,Clothing,Shorts,2,293.53,2024-04-23,North America,Credit Card
50594,3872,Sports,Dumbbell Set,4,423.6,2024-06-15,Europe,Debit Card
50595,9322,Books,Science Fiction,2,24.42,2023-04-25,South America,Apple Pay
50596,5814,Electronics,Smart Watch,1,1559.7,2024-06-19,Africa,Google Pay
50597,3692,Beauty,Body Lotion,1,24.84,2024-08-14,Europe,Apple Pay
50598,9972,Home & Garden,Blender,2,305.71,2023-12-23,Europe,Apple Pay
50599,9006,Sports,Yoga Mat,1,42.94,2024-05-29,North America,PayPal
50600,8179,Toys,RC Car,3,12.55,2023-12-25,Asia,PayPal
50601,8577,Books,Self-Help,1,24.37,2023-10-31,South America,PayPal
50602,7789,Beauty,Shampoo,5,64.25,2024-05-04,Asia,Credit Card
50603,1449,Electronics,Camera,2,1104.36,2023-07-08,North America,PayPal
50604,1940,Electronics,Laptop,3,384.49,2024-02-16,Asia,PayPal
50605,1663,Books,Novel,2,11.82,2024-07-05,Asia,Apple Pay
50606,5759,Beauty,Moisturizer,5,122.58,2024-03-24,Europe,Google Pay
50607,4317,Home & Garden,Air Purifier,2,345.44,2024-09-10,North America,PayPal
50608,3464,Books,Novel,1,18.41,2023-03-11,Africa,Debit Card
50609,3252,Food,Dark Chocolate,1,68.1,2023-07-30,Oceania,Google Pay
50610,5277,Books,Mystery,4,17.53,2023-09-22,Asia,Apple Pay
50611,2567,Clothing,Dress,5,150.41,2023-05-30,North America,Debit Card
50612,1279,Books,Science Fiction,1,48.26,2023-03-15,South America,Debit Card
50613,6325,Food,Organic Honey,3,77.54,2023-09-21,Asia,Google Pay
50614,3139,Beauty,Lipstick,3,32.15,2024-03-05,Oceania,PayPal
50615,2084,Beauty,Nail Polish,2,92.32,2023-04-22,Oceania,PayPal
50616,2711,Electronics,Tablet,3,845.5,2023-09-03,Europe,Credit Card
50617,8841,Sports,Bicycle,5,197.13,2023-07-31,South America,Google Pay
50618,6177,Food,Pasta,4,76.66,2023-07-17,Europe,Apple Pay
50619,2032,Clothing,Sneakers,1,210.48,2024-08-05,Oceania,Apple Pay
50620,5263,Books,Biography,5,35.13,2024-09-07,Africa,Apple Pay
50621,8910,Sports,Swimming Goggles,1,199.16,2023-06-07,North America,Google Pay
50622,5007,Home & Garden,Blender,2,269.67,2023-03-30,Africa,PayPal
50623,9804,Home & Garden,Curtains,3,124.04,2024-09-23,Africa,Credit Card
50624,7048,Beauty,Eye Cream,4,90.03,2023-08-09,Oceania,Google Pay
50625,2450,Beauty,Face Mask,4,37.42,2024-05-22,North America,Google Pay
50626,1960,Beauty,Eye Cream,2,80.89,2024-03-19,Asia,Google Pay
50627,3477,Books,Science Fiction,3,13.51,2024-01-28,Europe,Google Pay
50628,3862,Beauty,Shampoo,1,33.7,2023-01-13,Africa,Apple Pay
50629,2733,Books,Science Fiction,5,47.27,2024-02-16,Oceania,Apple Pay
50630,7492,Home & Garden,Lamp,2,115.81,2024-03-02,Oceania,Apple Pay
50631,5675,Beauty,Lipstick,5,28.27,2023-02-19,Europe,Google Pay
50632,3025,Food,Dark Chocolate,3,50.11,2023-09-04,Africa,PayPal
50633,6460,Food,Olive Oil,3,47.4,2023-02-21,Europe,Apple Pay
50634,8281,Toys,Plush Toy,1,22.02,2024-03-28,South America,Credit Card
50635,9990,Electronics,Wireless Mouse,1,542.09,2024-07-13,Oceania,Debit Card
50636,9782,Beauty,Body Lotion,3,107.85,2024-03-28,Africa,Credit Card
50637,4091,Beauty,Lipstick,1,58.76,2024-08-17,Europe,PayPal
50638,5406,Sports,Basketball,2,368.44,2023-05-05,South America,Google Pay
50639,3305,Electronics,Smartphone,4,575.0,2023-01-14,Europe,Debit Card
50640,4509,Beauty,Lipstick,3,30.82,2024-06-07,Africa,Google Pay
50641,7157,Electronics,Smartphone,3,200.71,2023-12-14,Europe,Google Pay
50642,5568,Home & Garden,Coffee Maker,1,34.23,2023-05-20,North America,Google Pay
50643,5006,Electronics,Smart Watch,5,112.46,2023-09-22,North America,Debit Card
50644,5342,Beauty,Lipstick,1,131.81,2023-07-22,Europe,Credit Card
50645,4539,Beauty,Eye Cream,5,122.83,2023-04-23,Africa,Debit Card
50646,1497,Food,Granola,3,21.76,2023-01-10,Oceania,Apple Pay
50647,4767,Beauty,Perfume,4,182.32,2023-06-26,South America,Debit Card
50648,3816,Sports,Tennis Racket,4,391.93,2023-05-01,South America,Debit Card
50649,9351,Beauty,Perfume,4,33.26,2023-06-16,Europe,Credit Card
50650,9811,Food,Green Tea,5,77.75,2023-11-29,Europe,Apple Pay
50651,8642,Home & Garden,Air Purifier,4,394.98,2024-08-02,Asia,Credit Card
50652,6774,Toys,Board Game,5,125.96,2023-03-18,South America,PayPal
50653,2244,Toys,Building Blocks,5,37.49,2023-09-12,North America,Google Pay
50654,8958,Electronics,Tablet,2,1599.4,2023-06-11,Europe,Credit Card
50655,6076,Electronics,Camera,4,1004.3,2023-09-06,Asia,Credit Card
50656,3319,Home & Garden,Air Purifier,2,192.64,2023-08-08,Asia,Debit Card
50657,7484,Food,Coffee Beans,4,20.78,2023-05-21,Europe,Credit Card
50658,3313,Toys,Board Game,5,84.44,2023-05-02,Africa,Apple Pay
50659,2162,Beauty,Moisturizer,2,22.29,2023-11-15,Europe,Debit Card
50660,8269,Books,Science Fiction,4,36.0,2024-01-05,Oceania,Apple Pay
50661,5164,Home & Garden,Blender,4,297.49,2023-09-18,Oceania,PayPal
50662,6004,Beauty,Lipstick,3,191.06,2023-05-27,Africa,PayPal
50663,3604,Electronics,Smartphone,4,866.21,2023-01-30,North America,Google Pay
50664,1095,Toys,RC Car,4,83.0,2023-11-04,South America,Google Pay
50665,4926,Sports,Gym Bag,2,310.97,2024-01-19,North America,Google Pay
50666,2676,Sports,Basketball,5,173.61,2024-02-28,Asia,Apple Pay
50667,9888,Toys,RC Car,5,72.19,2024-08-01,Asia,Apple Pay
50668,8178,Books,Biography,2,18.99,2023-08-05,Oceania,Apple Pay
50669,9934,Toys,Puzzle,1,18.54,2023-03-15,South America,Credit Card
50670,6093,Electronics,Smartphone,3,713.73,2023-05-03,Europe,Google Pay
50671,9680,Toys,RC Car,4,97.71,2024-09-19,Oceania,Debit Card
50672,3328,Sports,Basketball,5,207.55,2024-05-26,Asia,Apple Pay
50673,1892,Home & Garden,Toaster,1,322.41,2024-04-16,Oceania,Debit Card
50674,3618,Food,Granola,4,32.55,2024-05-30,Asia,Google Pay
50675,9259,Electronics,Wireless Mouse,1,1082.33,2023-01-17,Africa,Credit Card
50676,6481,Electronics,Smart Watch,2,1620.53,2023-01-21,Africa,Google Pay
50677,2458,Toys,Doll,2,101.99,2023-02-11,Europe,Credit Card
50678,6562,Beauty,Shampoo,2,67.96,2023-04-29,Africa,Google Pay
50679,3471,Clothing,Coat,2,94.45,2023-01-31,Oceania,Apple Pay
50680,1822,Books,Biography,4,35.84,2024-07-23,Europe,Debit Card
50681,9408,Sports,Gym Bag,5,52.15,2024-07-06,Oceania,Apple Pay
50682,2280,Beauty,Eye Cream,3,185.94,2023-07-31,Europe,Debit Card
50683,7099,Electronics,Tablet,2,249.0,2024-02-04,North America,Google Pay
50684,3651,Electronics,Laptop,5,890.81,2024-06-18,Africa,Google Pay
50685,1231,Books,Novel,1,49.25,2023-03-23,North America,Debit Card
50686,2600,Books,Self-Help,4,40.73,2023-05-16,Oceania,Google Pay
50687,7708,Beauty,Lipstick,1,186.51,2023-08-08,Africa,Google Pay
50688,8897,Sports,Basketball,1,296.42,2024-05-12,Oceania,Credit Card
50689,6464,Clothing,Sweater,2,286.96,2023-01-28,Africa,Debit Card
50690,7374,Books,History,5,29.22,2024-07-22,North America,Google Pay
50691,7917,Books,Self-Help,2,20.68,2024-09-13,Europe,Credit Card
50692,4391,Toys,Board Game,1,39.32,2024-09-30,Oceania,Google Pay
50693,9344,Sports,Swimming Goggles,4,64.53,2023-11-19,Europe,Credit Card
50694,6211,Electronics,Headphones,1,526.77,2024-07-31,Africa,Google Pay
50695,8583,Sports,Swimming Goggles,5,492.87,2023-02-13,South America,Google Pay
50696,1254,Home & Garden,Toaster,2,176.18,2023-10-31,Asia,Credit Card
50697,3748,Books,Science Fiction,5,36.92,2023-07-09,North America,Google Pay
50698,1805,Clothing,Sneakers,5,198.66,2024-07-12,Europe,Debit Card
50699,1221,Electronics,Headphones,5,1357.58,2023-09-27,North America,Credit Card
50700,5758,Electronics,Monitor,1,1744.2,2023-07-24,Asia,Credit Card
50701,7709,Electronics,Smartphone,5,1371.4,2024-04-29,South America,Google Pay
50702,7349,Sports,Basketball,2,363.77,2023-10-21,Asia,Credit Card
50703,7199,Beauty,Body Lotion,5,74.55,2024-01-12,South America,Apple Pay
50704,3513,Food,Granola,2,37.61,2024-01-02,North America,Apple Pay
50705,8431,Food,Dark Chocolate,3,68.47,2023-04-03,North America,Google Pay
50706,8727,Sports,Bicycle,5,443.14,2024-07-26,Africa,PayPal
50707,5512,Clothing,Coat,3,220.01,2023-01-17,Africa,PayPal
50708,4309,Toys,Educational Game,1,40.86,2023-09-26,Oceania,Google Pay
50709,9605,Food,Spice Set,3,76.13,2023-12-27,Africa,PayPal
50710,7304,Beauty,Shampoo,2,183.21,2024-08-19,Africa,Google Pay
50711,9586,Food,Olive Oil,3,34.26,2024-04-10,Oceania,Google Pay
50712,7199,Food,Organic Honey,2,60.75,2023-11-08,Oceania,Credit Card
50713,3096,Sports,Tennis Racket,4,226.17,2024-04-29,South America,Google Pay
50714,6343,Books,Science Fiction,5,28.13,2023-01-21,Oceania,Apple Pay
50715,2707,Electronics,Camera,4,1222.27,2024-02-01,Oceania,Credit Card
50716,4641,Toys,Board Game,3,146.12,2023-06-15,North America,Credit Card
50717,4343,Food,Dark Chocolate,4,72.35,2023-06-01,Asia,Apple Pay
50718,5935,Beauty,Moisturizer,4,27.66,2024-07-19,Oceania,Debit Card
50719,1083,Books,History,4,49.01,2023-07-01,Europe,PayPal
50720,6126,Toys,Puzzle,1,86.27,2023-12-01,Asia,Google Pay
50721,4050,Clothing,T-Shirt,2,147.56,2023-09-24,North America,PayPal
50722,7580,Food,Granola,1,74.76,2024-08-04,North America,Apple Pay
50723,1615,Beauty,Perfume,4,172.2,2023-12-03,Europe,Apple Pay
50724,3103,Books,Cookbook,2,23.12,2024-08-01,Africa,Apple Pay
50725,2610,Books,History,4,43.24,2023-02-16,Asia,Debit Card
50726,8741,Beauty,Lipstick,5,119.24,2024-07-23,North America,Credit Card
50727,1573,Food,Olive Oil,5,23.04,2024-04-07,Asia,Google Pay
50728,6465,Home & Garden,Vacuum Cleaner,1,128.87,2024-09-28,South America,PayPal
50729,4999,Food,Pasta,2,39.68,2023-04-20,Africa,Apple Pay
50730,2990,Books,Poetry,4,41.1,2023-07-21,Oceania,PayPal
50731,9125,Books,Mystery,3,17.14,2024-08-30,South America,Google Pay
50732,9208,Toys,Educational Game,2,60.22,2023-03-22,South America,Apple Pay
50733,1053,Sports,Yoga Mat,1,381.2,2023-02-25,Asia,Google Pay
50734,2701,Sports,Dumbbell Set,4,157.85,2023-11-25,Asia,Apple Pay
50735,4469,Toys,Educational Game,2,141.7,2024-09-17,Africa,Credit Card
50736,8021,Electronics,Smartphone,5,1522.91,2023-08-31,Europe,Google Pay
50737,1294,Electronics,Tablet,1,1238.18,2024-01-23,South America,Google Pay
50738,3079,Toys,Action Figure,1,100.4,2023-05-16,Africa,Credit Card
50739,5823,Toys,Plush Toy,2,14.5,2024-05-12,Asia,Debit Card
50740,9785,Food,Pasta,5,5.24,2024-01-19,Oceania,Credit Card
50741,1759,Food,Coffee Beans,4,70.07,2024-08-26,North America,Apple Pay
50742,5326,Clothing,Sweater,4,106.42,2023-09-21,North America,Credit Card
50743,4370,Sports,Dumbbell Set,1,198.49,2023-04-05,Europe,PayPal
50744,1640,Clothing,Jacket,4,81.89,2024-05-16,Europe,Credit Card
50745,9290,Beauty,Shampoo,5,18.47,2023-07-06,South America,PayPal
50746,8697,Home & Garden,Toaster,4,263.22,2023-02-09,Africa,Apple Pay
50747,9592,Toys,Puzzle,5,33.23,2023-01-17,Africa,Google Pay
50748,6385,Home & Garden,Air Purifier,5,369.7,2023-04-24,Africa,Apple Pay
50749,2960,Beauty,Perfume,2,78.3,2024-04-11,North America,Google Pay
50750,5533,Toys,Doll,4,115.16,2023-10-07,Europe,Debit Card
50751,5811,Beauty,Lipstick,3,125.0,2023-11-16,Europe,Debit Card
50752,1888,Sports,Basketball,2,379.3,2024-07-29,Oceania,Google Pay
50753,6286,Clothing,T-Shirt,4,27.68,2023-06-18,Africa,PayPal
50754,2684,Food,Pasta,1,29.48,2023-11-03,South America,Apple Pay
50755,4589,Home & Garden,Air Purifier,5,71.6,2024-02-08,North America,Debit Card
50756,7117,Beauty,Perfume,1,47.15,2024-01-03,Europe,Debit Card
50757,5543,Toys,Plush Toy,1,42.2,2023-04-08,Oceania,Apple Pay
50758,9477,Beauty,Lipstick,1,33.43,2023-10-08,Oceania,Google Pay
50759,3015,Electronics,Laptop,4,1236.83,2023-02-04,Asia,Google Pay
50760,4734,Beauty,Shampoo,1,189.44,2024-04-11,Africa,Google Pay
50761,7403,Sports,Bicycle,3,307.12,2024-06-27,Europe,PayPal
50762,3715,Food,Pasta,2,6.97,2023-11-05,Africa,Apple Pay
50763,6024,Books,Self-Help,2,38.28,2023-07-01,Europe,PayPal
50764,9499,Beauty,Moisturizer,4,193.06,2024-03-05,Africa,Google Pay
50765,9122,Electronics,Tablet,3,706.44,2023-05-19,Asia,PayPal
50766,1182,Sports,Gym Bag,1,361.59,2023-05-28,Europe,Credit Card
50767,8852,Food,Coffee Beans,1,25.61,2023-10-07,Oceania,Apple Pay
50768,6707,Toys,Action Figure,3,33.87,2023-02-12,Africa,Google Pay
50769,4111,Toys,Puzzle,3,109.51,2023-06-30,North America,Apple Pay
50770,4913,Beauty,Perfume,1,132.64,2023-03-21,Africa,Apple Pay
50771,7591,Beauty,Lipstick,5,94.45,2023-08-28,South America,Google Pay
50772,1010,Books,Novel,2,25.61,2023-07-17,Oceania,Credit Card
50773,4098,Sports,Running Shoes,1,132.35,2024-07-08,Africa,Apple Pay
50774,4401,Electronics,Laptop,5,1470.16,2023-08-09,Europe,Google Pay
50775,3866,Electronics,Wireless Mouse,1,823.99,2023-02-08,Oceania,Google Pay
50776,5791,Books,Mystery,2,29.11,2024-05-28,South America,Debit Card
50777,8322,Clothing,T-Shirt,3,132.52,2023-04-10,Asia,Debit Card
50778,8257,Beauty,Perfume,5,107.93,2023-12-22,Europe,Google Pay
50779,2540,Food,Spice Set,4,15.22,2023-11-22,North America,Apple Pay
50780,5974,Sports,Swimming Goggles,3,328.56,2023-12-24,Europe,PayPal
50781,1174,Toys,Board Game,3,38.46,2023-11-08,Asia,PayPal
50782,1632,Sports,Yoga Mat,1,281.15,2023-12-26,South America,Credit Card
50783,2086,Toys,Doll,2,11.85,2023-08-24,Oceania,Credit Card
50784,2241,Home & Garden,Vacuum Cleaner,1,284.62,2023-12-18,Oceania,PayPal
50785,9512,Toys,Building Blocks,2,94.3,2024-02-24,Asia,Google Pay
50786,8992,Beauty,Perfume,4,192.19,2023-09-11,Europe,Google Pay
50787,7555,Books,Cookbook,5,43.85,2023-02-22,Oceania,Debit Card
50788,7363,Electronics,Smartphone,5,1209.59,2023-12-30,Africa,Apple Pay
50789,6754,Sports,Gym Bag,1,298.96,2023-05-25,North America,Debit Card
50790,5524,Books,History,1,38.4,2023-12-16,North America,Google Pay
50791,2903,Beauty,Shampoo,1,148.93,2023-02-08,Oceania,Debit Card
50792,8786,Clothing,T-Shirt,3,61.83,2024-09-09,Asia,PayPal
50793,4076,Beauty,Shampoo,4,54.75,2023-12-09,Europe,PayPal
50794,4047,Home & Garden,Blender,3,243.85,2023-12-19,Africa,Apple Pay
50795,2953,Clothing,Coat,1,243.77,2023-05-09,Asia,PayPal
50796,4876,Home & Garden,Rug,2,173.93,2024-01-05,South America,Credit Card
50797,6842,Food,Dark Chocolate,1,7.77,2024-09-23,Asia,Credit Card
50798,1311,Beauty,Shampoo,3,111.11,2023-10-22,Africa,Google Pay
50799,4600,Sports,Bicycle,4,294.58,2024-08-12,Europe,Credit Card
50800,3812,Beauty,Lipstick,4,108.8,2023-06-26,North America,PayPal
50801,3347,Electronics,Smart Watch,2,1359.24,2023-08-21,North America,PayPal
50802,5471,Electronics,Smartphone,3,770.63,2023-05-10,Oceania,PayPal
50803,8618,Books,Self-Help,2,47.45,2023-04-09,Oceania,PayPal
50804,4834,Food,Pasta,2,46.9,2023-10-27,Oceania,Apple Pay
50805,6263,Home & Garden,Blender,1,143.61,2023-07-25,Oceania,Apple Pay
50806,1309,Home & Garden,Toaster,2,95.38,2023-09-20,Africa,PayPal
50807,9213,Electronics,Monitor,4,1853.53,2024-08-01,Europe,PayPal
50808,7946,Clothing,Dress,2,89.32,2024-09-09,South America,PayPal
50809,1428,Beauty,Body Lotion,5,90.29,2023-10-18,Europe,Google Pay
50810,5658,Home & Garden,Curtains,4,349.04,2023-12-28,Oceania,Google Pay
50811,5416,Beauty,Shampoo,1,30.06,2023-05-21,Asia,PayPal
50812,5002,Sports,Basketball,1,366.85,2023-08-04,Africa,Credit Card
50813,2369,Sports,Yoga Mat,4,114.28,2024-08-22,South America,Google Pay
50814,4106,Books,Mystery,2,12.07,2023-07-01,South America,Apple Pay
50815,2333,Books,History,1,46.66,2023-09-03,South America,Credit Card
50816,9971,Electronics,Monitor,4,867.31,2023-01-20,North America,Google Pay
